Gene	Closest_gene	Distance
YOR043W	YOR042W	1210
YOR044W	YOR043W	677
YOR045W	YOR044W	372
YOR046C	YOR047C	440
YOR047C	YOR048C	949
YOR048C	YOR049C	1018
YOR049C	YOR050C	538
YOR050C	YOR051C	229
YOR051C	YOR052C	688
YOR052C	YOR054C	609
YOR053W	YOR045W	13780
YOR054C	YOR056C	390
YOR055W	YOR053W	1320
YOR056C	YOR058C	2062
YOR057W	YOR055W	2274
YOR058C	YOR059C	2561
YOR059C	YOR060C	132
YOR060C	YOR062C	1562
YOR061W	YOR057W	8161
YOR062C	YOR064C	2548
YOR063W	YOR061W	2133
YOR064C	YOR067C	4991
YOR065W	YOR063W	1590
YOR066W	YOR065W	1068
YOR067C	YOR068C	407
YOR069W	YOR066W	2443
YOR068C	YOR070C	1694
YOR070C	YOR071C	1660
YOR071C	YOR074C	5399
YOR072W	YOR069W	5707
YOR072W-A	YOR069W	5996
YOR072W-B	YOR072W-A	2430
YOR073W	YOR072W-B	141
YOR074C	YOR076C	1788
YOR073W-A	YOR073W	847
YOR075W	YOR073W-A	589
YOR076C	YOR079C	1855
YOR077W	YOR075W	2647
YOR078W	YOR077W	128
YOR079C	YOR081C	2523
YOR080W	YOR078W	1225
YOR081C	YOR082C	108
YOR082C	YOR086C	3582
YOR083W	YOR080W	2741
YOR084W	YOR083W	167
YOR085W	YOR084W	283
YOR086C	YOR089C	3417
YOR087W	YOR085W	4622
YOR089C	YOR090C	295
YOR090C	YOR093C	4665
YOR091W	YOR087W	3699
YOR092W	YOR091W	657
YOR093C	YOR095C	1100
YOR094W	YOR092W	5827
YOR095C	YOR097C	2650
YOR096W	YOR094W	2448
YOR097C	YOR098C	443
YOR098C	YOR100C	2117
YOR099W	YOR096W	5058
YOR100C	YOR103C	2171
YOR101W	YOR099W	2238
YOR102W	YOR101W	250
YOR103C	YOR108C-A	7764
YOR104W	YOR102W	869
YOR105W	YOR102W	1422
YOR106W	YOR105W	600
YOR107W	YOR106W	1381
YOR108W	YOR107W	745
YOR108C-A	YOR115C	13845
YOR109W	YOR108W	437
YOR110W	YOR109W	340
YOR111W	YOR110W	181
YOR112W	YOR111W	381
YOR113W	YOR112W	282
YOR114W	YOR113W	751
YOR115C	YOR116C	298
YOR116C	YOR119C	4647
YOR117W	YOR114W	6575
YOR118W	YOR117W	524
YOR119C	YOR121C	1552
YOR120W	YOR118W	2554
YOR121C	YOR122C	195
YOR122C	YOR123C	289
YOR123C	YOR124C	254
YOR124C	YOR125C	388
YOR125C	YOR126C	230
YOR126C	YOR128C	3799
YOR127W	YOR120W	9118
YOR128C	YOR129C	686
YOR129C	YOR130C	371
YOR130C	YOR131C	1375
YOR131C	YOR135C	7321
YOR132W	YOR127W	8982
YOR133W	YOR132W	268
YOR134W	YOR133W	938
YOR135C	YOR137C	1313
YOR136W	YOR134W	457
YOR137C	YOR138C	628
YOR138C	YOR139C	626
YOR139C	YOR141C	2600
YOR140W	YOR136W	5622
YOR141C	YOR143C	8796
YOR142W	YOR140W	3776
YOR143C	YOR144C	375
YOR144C	YOR145C	255
YOR145C	YOR148C	2469
YOR146W	YOR142W	11827
YOR147W	YOR146W	429
YOR148C	YOR149C	641
YOR149C	YOR151C	1609
YOR150W	YOR147W	3524
YOR151C	YOR152C	847
YOR152C	YOR155C	8340
YOR153W	YOR150W	7350
YOR154W	YOR153W	354
YOR155C	YOR156C	380
YOR156C	YOR157C	426
YOR157C	YOR159C	1531
YOR158W	YOR154W	5672
YOR159C	YOR161C	3373
YOR160W	YOR158W	719
YOR161C	YOR161C-C	563
YOR161W-A	YOR160W	817
YOR161W-B	YOR161W-A	321
YOR161C-C	YOR162C	293
YOR162C	YOR164C	1402
YOR163W	YOR161W-B	4506
YOR164C	YOR166C	2794
YOR165W	YOR163W	1259
YOR166C	YOR167C	302
YOR167C	YOR169C	2369
YOR168W	YOR165W	2407
YOR169C	YOR171C	170
YOR170W	YOR168W	126
YOR171C	YOR175C	5931
YOR172W	YOR170W	2047
YOR173W	YOR172W	694
YOR174W	YOR173W	422
YOR175C	YOR177C	4111
YOR176W	YOR174W	2800
YOR177C	YOR178C	681
YOR178C	YOR179C	1604
YOR179C	YOR180C	1941
YOR180C	YOR182C	3024
YOR181W	YOR176W	12357
YOR182C	YOR185C	2651
YOR183W	YOR181W	1032
YOR184W	YOR183W	96
YOR185C	YOR186C-A	1223
YOR186W	YOR184W	2567
YOR186C-A	YOR192C	15230
YOR187W	YOR186W	485
YOR188W	YOR187W	424
YOR189W	YOR188W	444
YOR190W	YOR189W	721
YOR191W	YOR190W	443
YOR192C	YOR192C-C	3421
YOR192C-C	YOR194C	7459
YOR193W	YOR191W	13112
YOR194C	YOR196C	3050
YOR195W	YOR193W	1290
YOR196C	YOR198C	1816
YOR197W	YOR195W	1755
YOR198C	YOR201C	405
YOR199W	YOR197W	1797
YOR200W	YOR197W	2033
YOR201C	YOR205C	3856
YOR202W	YOR200W	1131
YOR203W	YOR200W	1750
YOR204W	YOR202W	303
YOR205C	YOR207C	2774
YOR206W	YOR204W	2787
YOR207C	YOR209C	2980
YOR208W	YOR206W	4281
YOR209C	YOR211C	1198
YOR210W	YOR208W	2143
YOR211C	YOR213C	2966
YOR212W	YOR210W	4378
YOR213C	YOR214C	312
YOR214C	YOR215C	422
YOR215C	YOR216C	243
YOR216C	YOR218C	2497
YOR217W	YOR212W	5120
YOR218C	YOR219C	319
YOR219C	YOR221C	1467
YOR220W	YOR217W	3442
YOR221C	YOR224C	3267
YOR222W	YOR220W	2205
YOR223W	YOR222W	529
YOR224C	YOR226C	349
YOR225W	YOR223W	732
YOR226C	YOR228C	4785
YOR227W	YOR225W	1104
YOR228C	YOR231C-A	5386
YOR229W	YOR227W	1844
YOR230W	YOR229W	988
YOR231W	YOR230W	488
YOR231C-A	YOR234C	5192
YOR232W	YOR231W	446
YOR233W	YOR232W	587
YOR234C	YOR242C	9337
YOR235W	YOR233W	1622
YOR236W	YOR235W	722
YOR237W	YOR236W	453
YOR238W	YOR237W	379
YOR239W	YOR238W	269
YOR241W	YOR239W	251
YOR242C	YOR243C	354
YOR243C	YOR245C	1835
YOR244W	YOR241W	3890
YOR245C	YOR246C	469
YOR246C	YOR249C	1881
YOR247W	YOR244W	3808
YOR248W	YOR244W	4145
YOR249C	YOR250C	239
YOR250C	YOR251C	243
YOR251C	YOR254C	1568
YOR252W	YOR248W	5352
YOR253W	YOR252W	174
YOR254C	YOR256C	1231
YOR255W	YOR253W	2364
YOR256C	YOR259C	1712
YOR257W	YOR255W	2901
YOR258W	YOR257W	178
YOR259C	YOR261C	2207
YOR260W	YOR258W	1660
YOR261C	YOR263C	1826
YOR262W	YOR260W	1572
YOR263C	YOR267C	3424
YOR264W	YOR262W	531
YOR265W	YOR264W	296
YOR266W	YOR265W	249
YOR267C	YOR268C	667
YOR268C	YOR270C	2120
YOR269W	YOR266W	4091
YOR270C	YOR271C	485
YOR271C	YOR273C	2410
YOR272W	YOR269W	4944
YOR273C	YOR275C	2653
YOR274W	YOR272W	3479
YOR275C	YOR277C	446
YOR276W	YOR274W	2373
YOR277C	YOR279C	1875
YOR278W	YOR276W	999
YOR279C	YOR280C	362
YOR280C	YOR281C	477
YOR281C	YOR287C	3808
YOR282W	YOR278W	3356
YOR283W	YOR282W	133
YOR284W	YOR283W	333
YOR285W	YOR284W	426
YOR286W	YOR285W	226
YOR287C	YOR288C	282
YOR288C	YOR290C	2070
YOR289W	YOR286W	2628
YOR290C	YOR292C	5395
YOR291W	YOR289W	7063
YOR292C	YOR293C-A	1416
YOR293W	YOR291W	1505
YOR293C-A	YOR297C	6596
YOR294W	YOR293W	488
YOR295W	YOR294W	257
YOR296W	YOR295W	308
YOR297C	YOR298C-A	1909
YOR298W	YOR296W	1528
YOR298C-A	YOR304C-A	10835
YOR299W	YOR298W	1397
YOR300W	YOR298W	3537
YOR301W	YOR300W	82
YOR302W	YOR301W	493
YOR303W	YOR302W	57
YOR304W	YOR303W	380
YOR304C-A	YOR306C	1117
YOR305W	YOR304W	1146
YOR306C	YOR307C	1299
YOR307C	YOR308C	532
YOR308C	YOR309C	311
YOR309C	YOR311C	1978
YOR310C	YOR311C	696
YOR311C	YOR312C	322
YOR312C	YOR313C	1091
YOR313C	YOR316C	3362
YOR314W	YOR305W	13293
YOR314W-A	YOR314W	1086
YOR315W	YOR314W-A	192
YOR316C	YOR316C-A	171
YOR316C-A	YOR318C	3849
YOR317W	YOR315W	3543
YOR318C	YOR320C	1183
YOR319W	YOR317W	1377
YOR320C	YOR322C	3512
YOR321W	YOR319W	2567
YOR322C	YOR323C	473
YOR323C	YOR324C	327
YOR324C	YOR327C	5694
YOR325W	YOR321W	6286
YOR326W	YOR325W	671
YOR327C	YOR329C	5650
YOR328W	YOR326W	1358
YOR329C	YOR330C	272
YOR329W-A	YOR328W	2851
YOR330C	YOR331C	180
YOR331C	YOR333C	419
YOR332W	YOR329W-A	4099
YOR333C	YOR335C	1276
YOR334W	YOR332W	239
YOR335C	YOR339C	9253
YOR335W-A	YOR334W	560
YOR336W	YOR335W-A	3125
YOR337W	YOR336W	474
YOR338W	YOR337W	275
YOR339C	YOR340C	370
YOR340C	YOR342C	6484
YOR341W	YOR338W	2998
YOR342C	YOR343C	523
YOR343C	YOR344C	8720
YOR344C	YOR345C	3743
YOR345C	YOR347C	2780
YOR346W	YOR341W	15847
YOR347C	YOR348C	437
YOR348C	YOR350C	4082
YOR349W	YOR346W	5004
YOR350C	YOR351C	163
YOR351C	YOR353C	1942
YOR352W	YOR349W	4380
YOR353C	YOR354C	319
YOR354C	YOR357C	5999
YOR355W	YOR352W	6893
YOR356W	YOR355W	516
YOR357C	YOR360C	3529
YOR358W	YOR356W	1045
YOR359W	YOR358W	300
YOR360C	YOR361C	540
YOR361C	YOR362C	228
YOR362C	YOR363C	1476
YOR363C	YOR365C	249
YOR364W	YOR359W	10611
YOR365C	YOR369C	2622
YOR366W	YOR364W	1517
YOR367W	YOR366W	398
YOR368W	YOR367W	234
YOR369C	YOR370C	558
YOR370C	YOR371C	495
YOR371C	YOR372C	625
YOR372C	YOR375C	5207
YOR373W	YOR368W	8786
YOR374W	YOR373W	451
YOR375C	YOR379C	7684
YOR376W	YOR374W	1792
YOR376W-A	YOR376W	1637
YOR377W	YOR376W-A	875
YOR378W	YOR377W	1708
YOR379C	YOR383C	9377
YOR380W	YOR378W	232
YOR381W	YOR380W	2615
YOR381W-A	YOR381W	743
YOR382W	YOR381W-A	941
YOR383C	YOR387C	8566
YOR384W	YOR382W	1572
YOR385W	YOR384W	1395
YOR386W	YOR385W	924
YOR387C	YOR388C	1552
YOR388C	YOR391C	5622
YOR389W	YOR386W	5677
YOR390W	YOR389W	697
YOR391C	YOR394C-A	4944
YOR392W	YOR390W	1371
YOR393W	YOR392W	551
YOR394W	YOR393W	1129
YOR394C-A	YOR396C-A	5646
YOR396W	YOR394W	2261
YPL283C	YPL282C	1926
YPL283W-A	YPL283W-B	301
YPL282C	YPL281C	1130
YPL281C	YPL279C	2358
YPL280W	YPL283W-A	9886
YPL279C	YPL278C	698
YPL278C	YPL277C	50
YPL277C	YPL272C	9743
YPL274W	YPL280W	10338
YPL273W	YPL274W	386
YPL272C	YPL264C	15119
YPL271W	YPL273W	4015
YPL270W	YPL271W	215
YPL269W	YPL270W	210
YPL268W	YPL269W	289
YPL267W	YPL268W	324
YPL266W	YPL267W	323
YPL265W	YPL266W	966
YPL264C	YPL263C	207
YPL263C	YPL261C	2490
YPL262W	YPL265W	4467
YPL261C	YPL259C	1940
YPL260W	YPL262W	501
YPL259C	YPL258C	827
YPL258C	YPL256C	9824
YPL257W	YPL260W	12321
YPL256C	YPL253C	4449
YPL255W	YPL257W	3865
YPL254W	YPL255W	603
YPL253C	YPL252C	357
YPL252C	YPL250C	428
YPL251W	YPL254W	2674
YPL250C	YPL249C-A	980
YPL249C-A	YPL249C	430
YPL250W-A	YPL251W	1775
YPL249C	YPL248C	358
YPL248C	YPL247C	269
YPL247C	YPL246C	313
YPL246C	YPL244C	1717
YPL245W	YPL250W-A	9597
YPL244C	YPL242C	2589
YPL243W	YPL245W	1567
YPL242C	YPL241C	263
YPL241C	YPL240C	238
YPL240C	YPL238C	1849
YPL239W	YPL243W	9168
YPL238C	YPL236C	745
YPL237W	YPL239W	410
YPL236C	YPL234C	2244
YPL235W	YPL237W	1879
YPL234C	YPL227C	14723
YPL233W	YPL235W	1525
YPL232W	YPL233W	453
YPL231W	YPL232W	505
YPL230W	YPL231W	997
YPL229W	YPL230W	580
YPL228W	YPL229W	695
YPL227C	YPL224C	5467
YPL226W	YPL228W	1736
YPL225W	YPL226W	649
YPL224C	YPL223C	544
YPL223C	YPL222C-A	2732
YPL222W	YPL225W	3716
YPL222C-A	YPL217C	7505
YPL221W	YPL222W	815
YPL220W	YPL221W	366
YPL219W	YPL220W	307
YPL218W	YPL219W	470
YPL217C	YPL214C	5398
YPL216W	YPL218W	4412
YPL215W	YPL216W	287
YPL214C	YPL212C	1324
YPL213W	YPL215W	2191
YPL212C	YPL210C	1141
YPL211W	YPL213W	2165
YPL210C	YPL209C	278
YPL209C	YPL206C	5039
YPL208W	YPL211W	3802
YPL207W	YPL208W	316
YPL206C	YPL205C	325
YPL205C	YPL202C	3822
YPL204W	YPL207W	1935
YPL203W	YPL204W	496
YPL202C	YPL201C	432
YPL201C	YPL199C	878
YPL200W	YPL203W	4086
YPL199C	YPL197C	1588
YPL198W	YPL200W	1198
YPL197C	YPL192C	7899
YPL196W	YPL198W	341
YPL195W	YPL196W	359
YPL194W	YPL195W	256
YPL193W	YPL194W	288
YPL192C	YPL191C	541
YPL191C	YPL190C	638
YPL190C	YPL189C-A	582
YPL189C-A	YPL186C	5999
YPL189W	YPL193W	6606
YPL188W	YPL189W	423
YPL187W	YPL188W	998
YPL186C	YPL184C	524
YPL185W	YPL187W	1108
YPL184C	YPL183C	1707
YPL183W-A	YPL185W	3447
YPL183C	YPL182C	770
YPL182C	YPL177C	9353
YPL181W	YPL183W-A	4045
YPL180W	YPL181W	307
YPL179W	YPL180W	510
YPL178W	YPL179W	2352
YPL177C	YPL176C	2050
YPL176C	YPL174C	1804
YPL175W	YPL178W	5846
YPL174C	YPL172C	1580
YPL173W	YPL175W	3055
YPL172C	YPL171C	428
YPL171C	YPL169C	1668
YPL170W	YPL173W	4278
YPL169C	YPL167C	1755
YPL168W	YPL170W	2445
YPL167C	YPL165C	849
YPL166W	YPL168W	4829
YPL165C	YPL164C	273
YPL164C	YPL163C	421
YPL163C	YPL162C	506
YPL162C	YPL161C	292
YPL161C	YPL159C	4687
YPL160W	YPL166W	9011
YPL159C	YPL158C	366
YPL158C	YPL156C	1603
YPL157W	YPL160W	4552
YPL156C	YPL155C	449
YPL155C	YPL154C	378
YPL154C	YPL153C	796
YPL153C	YPL151C	1988
YPL152W-A	YPL157W	8841
YPL152W	YPL152W-A	328
YPL151C	YPL148C	4759
YPL150W	YPL152W	2084
YPL149W	YPL150W	417
YPL148C	YPL146C	3347
YPL147W	YPL149W	1061
YPL146C	YPL145C	866
YPL145C	YPL142C	2987
YPL144W	YPL147W	4613
YPL143W	YPL144W	1196
YPL142C	YPL141C	461
YPL141C	YPL140C	1453
YPL140C	YPL139C	635
YPL139C	YPL138C	315
YPL138C	YPL137C	390
YPL137C	YPL135C-A	1031
YPL136W	YPL143W	13316
YPL135W	YPL136W	899
YPL135C-A	YPL134C	720
YPL134C	YPL133C	385
YPL133C	YPL128C	5305
YPL132W	YPL135W	3666
YPL131W	YPL132W	503
YPL130W	YPL131W	373
YPL129W	YPL130W	240
YPL128C	YPL127C	607
YPL127C	YPL123C	8037
YPL126W	YPL129W	4073
YPL125W	YPL126W	488
YPL124W	YPL125W	269
YPL123C	YPL122C	281
YPL122C	YPL121C	195
YPL121C	YPL119C-A	2394
YPL120W	YPL124W	4555
YPL119C-A	YPL119C	124
YPL119C	YPL117C	1600
YPL118W	YPL120W	2884
YPL117C	YPL115C	3370
YPL116W	YPL118W	1944
YPL115C	YPL113C	467
YPL114W	YPL116W	4249
YPL113C	YPL112C	293
YPL112C	YPL110C	2448
YPL111W	YPL114W	3577
YPL110C	YPL109C	525
YPL109C	YPL106C	2805
YPL108W	YPL111W	7501
YPL107W	YPL108W	167
YPL106C	YPL105C	588
YPL105C	YPL103C	2588
YPL104W	YPL107W	5835
YPL103C	YPL102C	597
YPL102C	YPL099C	3215
YPL101W	YPL104W	2533
YPL100W	YPL101W	293
YPL099C	YPL098C	318
YPL098C	YPL096C-A	1802
YPL097W	YPL100W	1590
YPL096C-A	YPL095C	1336
YPL096W	YPL097W	497
YPL095C	YPL094C	398
YPL094C	YPL090C	6628
YPL093W	YPL096W	2960
YPL092W	YPL093W	872
YPL091W	YPL092W	333
YPL090C	YPL089C	725
YPL089C	YPL086C	3623
YPL088W	YPL091W	5012
YPL087W	YPL088W	462
YPL086C	YPL083C	10256
YPL085W	YPL087W	2659
YPL084W	YPL085W	384
YPL083C	YPL082C	375
YPL082C	YPL080C	2089
YPL081W	YPL084W	8378
YPL080C	YPL078C	1512
YPL079W	YPL081W	592
YPL078C	YPL077C	624
YPL077C	YPL073C	8409
YPL076W	YPL079W	2904
YPL075W	YPL076W	969
YPL074W	YPL075W	401
YPL073C	YPL071C	1064
YPL072W	YPL074W	485
YPL071C	YPL069C	2367
YPL070W	YPL072W	937
YPL069C	YPL068C	323
YPL068C	YPL067C	155
YPL067C	YPL064C	2864
YPL066W	YPL070W	3447
YPL065W	YPL066W	255
YPL064C	YPL058C	16226
YPL063W	YPL065W	1284
YPL062W	YPL063W	526
YPL061W	YPL062W	289
YPL060W	YPL061W	433
YPL059W	YPL060W	8815
YPL058C	YPL057C	1532
YPL057C	YPL056C	373
YPL056C	YPL055C	257
YPL055C	YPL053C	2128
YPL054W	YPL059W	10728
YPL053C	YPL050C	2321
YPL052W	YPL054W	2135
YPL051W	YPL052W	285
YPL050C	YPL049C	515
YPL049C	YPL046C	2805
YPL048W	YPL051W	3842
YPL047W	YPL048W	314
YPL046C	YPL044C	2983
YPL045W	YPL047W	999
YPL044C	YPL042C	2566
YPL043W	YPL045W	283
YPL042C	YPL041C	411
YPL041C	YPL040C	252
YPL040C	YPL037C	2427
YPL039W	YPL043W	7229
YPL038W-A	YPL039W	7
YPL038W	YPL038W-A	162
YPL037C	YPL035C	4663
YPL036W	YPL038W	1775
YPL035C	YPL033C	451
YPL034W	YPL036W	1026
YPL033C	YPL032C	680
YPL032C	YPL031C	654
YPL031C	YPL026C	7638
YPL030W	YPL034W	6334
YPL029W	YPL030W	260
YPL028W	YPL029W	377
YPL027W	YPL028W	373
YPL026C	YPL025C	290
YPL025C	YPL023C	1309
YPL024W	YPL027W	3115
YPL023C	YPL020C	6001
YPL022W	YPL024W	2455
YPL021W	YPL022W	1102
YPL020C	YPL019C	333
YPL019C	YPL017C	1716
YPL018W	YPL021W	5987
YPL017C	YPL015C	5577
YPL016W	YPL018W	2254
YPL015C	YPL013C	2102
YPL014W	YPL016W	2589
YPL013C	YPL011C	4292
YPL012W	YPL014W	1031
YPL011C	YPL009C	1117
YPL010W	YPL012W	1609
YPL009C	YPL007C	3146
YPL008W	YPL010W	3798
YPL007C	YPL004C	6784
YPL006W	YPL008W	2661
YPL005W	YPL006W	343
YPL004C	YPL002C	1970
YPL003W	YPL005W	1714
YPL002C	YPR002C-A	6241
YPL001W	YPL003W	1197
YPR001W	YPL001W	648
YPR002W	YPR001W	548
YPR002C-A	YPR003C	738
YPR003C	YPR004C	239
YPR004C	YPR005C	746
YPR005C	YPR006C	598
YPR006C	YPR007C	340
YPR007C	YPR010C	6207
YPR008W	YPR002W	13083
YPR009W	YPR008W	1450
YPR010C	YPR010C-A	1177
YPR010C-A	YPR011C	328
YPR011C	YPR013C	590
YPR012W	YPR009W	6951
YPR013C	YPR014C	1604
YPR014C	YPR015C	2765
YPR015C	YPR016C	1306
YPR016C	YPR017C	417
YPR016W-A	YPR012W	8533
YPR017C	YPR021C	6732
YPR018W	YPR016W-A	1120
YPR019W	YPR018W	454
YPR020W	YPR019W	319
YPR021C	YPR022C	554
YPR022C	YPR023C	1514
YPR023C	YPR025C	3346
YPR024W	YPR020W	10264
YPR025C	YPR027C	5867
YPR026W	YPR024W	2655
YPR027C	YPR029C	3211
YPR028W	YPR026W	4513
YPR029C	YPR033C	10412
YPR030W	YPR028W	3678
YPR031W	YPR030W	270
YPR032W	YPR031W	362
YPR033C	YPR037C	7429
YPR034W	YPR032W	2301
YPR035W	YPR034W	1250
YPR036W	YPR035W	516
YPR036W-A	YPR036W	678
YPR037C	YPR042C	3397
YPR038W	YPR036W-A	683
YPR039W	YPR036W-A	859
YPR040W	YPR038W	110
YPR041W	YPR040W	329
YPR042C	YPR044C	862
YPR043W	YPR041W	4245
YPR044C	YPR045C	263
YPR045C	YPR049C	4585
YPR046W	YPR043W	1952
YPR047W	YPR046W	185
YPR048W	YPR047W	244
YPR049C	YPR050C	280
YPR050C	YPR052C	327
YPR051W	YPR048W	3907
YPR052C	YPR059C	8340
YPR053C	YPR059C	8071
YPR054W	YPR051W	790
YPR055W	YPR054W	230
YPR056W	YPR055W	253
YPR057W	YPR056W	329
YPR058W	YPR057W	255
YPR059C	YPR060C	161
YPR060C	YPR061C	346
YPR061C	YPR063C	930
YPR062W	YPR058W	2491
YPR063C	YPR068C	4621
YPR064W	YPR062W	1310
YPR065W	YPR064W	323
YPR066W	YPR065W	414
YPR067W	YPR066W	108
YPR068C	YPR069C	203
YPR069C	YPR073C	6496
YPR070W	YPR067W	3121
YPR071W	YPR070W	574
YPR072W	YPR071W	1300
YPR073C	YPR074C	378
YPR074C	YPR075C	899
YPR074W-A	YPR072W	3229
YPR075C	YPR077C	312
YPR076W	YPR074W-A	1288
YPR077C	YPR081C	4612
YPR078C	YPR081C	3849
YPR079W	YPR076W	2019
YPR080W	YPR079W	580
YPR081C	YPR082C	255
YPR082C	YPR085C	3841
YPR083W	YPR080W	2884
YPR084W	YPR083W	379
YPR085C	YPR088C	1575
YPR086W	YPR084W	1759
YPR087W	YPR086W	216
YPR088C	YPR091C	3128
YPR089W	YPR087W	1601
YPR091C	YPR093C	1090
YPR092W	YPR089W	2438
YPR093C	YPR095C	613
YPR094W	YPR092W	1953
YPR095C	YPR096C	125
YPR096C	YPR098C	3803
YPR097W	YPR094W	4434
YPR098C	YPR099C	229
YPR099C	YPR102C	1111
YPR100W	YPR097W	1176
YPR101W	YPR100W	279
YPR102C	YPR104C	1875
YPR103W	YPR101W	1330
YPR104C	YPR105C	551
YPR105C	YPR107C	1869
YPR106W	YPR103W	6849
YPR107C	YPR110C	3764
YPR108W	YPR106W	1062
YPR108W-A	YPR108W	432
YPR109W	YPR108W-A	302
YPR110C	YPR112C	2421
YPR111W	YPR109W	1733
YPR112C	YPR120C	21956
YPR113W	YPR111W	3257
YPR114W	YPR113W	382
YPR115W	YPR114W	629
YPR116W	YPR115W	520
YPR117W	YPR116W	544
YPR118W	YPR117W	258
YPR119W	YPR118W	2666
YPR120C	YPR123C	10959
YPR121W	YPR119W	5455
YPR122W	YPR121W	1744
YPR123C	YPR126C	2502
YPR124W	YPR122W	537
YPR125W	YPR124W	533
YPR126C	YPR128C	1833
YPR127W	YPR125W	758
YPR128C	YPR130C	1170
YPR129W	YPR127W	1567
YPR130C	YPR131C	130
YPR131C	YPR133C	1480
YPR132W	YPR129W	1229
YPR133C	YPR136C	5115
YPR133W-A	YPR132W	1790
YPR134W	YPR133W-A	342
YPR135W	YPR134W	377
YPR136C	YPR138C	8147
YPR137W	YPR135W	342
YPR138C	YPR139C	703
YPR139C	YPR141C	1676
YPR140W	YPR137W	10311
YPR141C	YPR142C	207
YPR142C	YPR144C	1072
YPR143W	YPR140W	2787
YPR144C	YPR145C-A	3267
YPR145W	YPR143W	3545
YPR145C-A	YPR146C	421
YPR146C	YPR148C	1157
YPR147C	YPR148C	274
YPR148C	YPR151C	2915
YPR149W	YPR145W	5580
YPR150W	YPR149W	560
YPR151C	YPR152C	386
YPR152C	YPR155C	2105
YPR153W	YPR150W	2169
YPR154W	YPR153W	320
YPR155C	YPR156C	496
YPR156C	YPR159C-A	20537
YPR157W	YPR154W	6054
YPR158W	YPR157W	593
YPR159W	YPR158W	13563
YPR159C-A	YPR160C-A	2162
YPR160W	YPR159W	1561
YPR160W-A	YPR159W	2189
YPR160C-A	YPR161C	1588
YPR161C	YPR162C	293
YPR162C	YPR163C	341
YPR163C	YPR166C	6327
YPR164W	YPR160W	6689
YPR165W	YPR164W	442
YPR166C	YPR167C	218
YPR167C	YPR170C	5351
YPR168W	YPR165W	2079
YPR169W	YPR168W	141
YPR170C	YPR173C	3206
YPR169W-A	YPR169W	3071
YPR170W-B	YPR169W	3071
YPR170W-A	YPR169W	3210
YPR171W	YPR170W-B	233
YPR172W	YPR171W	238
YPR173C	YPR174C	206
YPR174C	YPR176C	2393
YPR175W	YPR172W	2576
YPR176C	YPR177C	235
YPR177C	YPR179C	1113
YPR178W	YPR175W	1289
YPR179C	YPR181C	1597
YPR180W	YPR178W	2232
YPR181C	YPR186C	10066
YPR182W	YPR180W	3190
YPR183W	YPR182W	301
YPR184W	YPR183W	486
YPR185W	YPR184W	564
YPR186C	YPR188C	966
YPR187W	YPR185W	1823
YPR188C	YPR190C	4598
YPR189W	YPR187W	864
YPR190C	YPR193C	3868
YPR191W	YPR189W	2419
YPR192W	YPR191W	1373
YPR193C	YPR194C	925
YPR194C	YPR195C	1028
YPR195C	YPR197C	5604
YPR196W	YPR192W	8599
YPR197C	YPR199C	3687
YPR198W	YPR196W	1246
YPR199C	YPR200C	247
YPR200C	YPR204C-A	7185
YPR201W	YPR198W	4257
YPR202W	YPR201W	1896
YPR203W	YPR201W	2744
YPR204W	YPR203W	415
