ORF	gene_systematic_id_with_prefix	gene_name	chromosome_id	gene_product	uniprot_id	gene_type	synonyms	length.CDS	length.UTR5	length.UTR3	length.UTR5.Est	length.UTR3.Est	LengthTxEst
SPBC800.03	PomBase:SPBC800.03	clr3	chromosome_2	histone deacetylase (class II) Clr3	P56523	protein coding gene	NA	2064	136	253	136	253	2453
SPBC800.04c	PomBase:SPBC800.04c	rpl4301	chromosome_2	60S ribosomal protein L37a	Q9HGL8	protein coding gene	rpl43-1,rpl43,rpl37a-1	285	29	71	29	71	385
SPBC800.05c	PomBase:SPBC800.05c	atb2	chromosome_2	tubulin alpha 2	P04689	protein coding gene	tub1,alp2,ban5	1350	42	416	42	416	1808
SPBC800.06	PomBase:SPBC800.06	brx1	chromosome_2	ribosome biogenesis protein Brx1	Q9HGL6	protein coding gene	NA	888	191	19	191	19	1098
SPBC800.07c	PomBase:SPBC800.07c	tsf1	chromosome_2	mitochondrial translation elongation factor EF-Ts Tsf1	Q9HGL5	protein coding gene	NA	900	83	113	83	113	1096
SPBC800.08	PomBase:SPBC800.08	gcd10	chromosome_2	tRNA (m1A) methyltransferase non-catalytic subunit Gcd10	Q9HGL4	protein coding gene	NA	1389	19	331	19	331	1739
SPBC800.09	PomBase:SPBC800.09	sum2	chromosome_2	translation initiation inhibitor	Q9HGL3	protein coding gene	NA	1281	34	454	34	454	1769
SPBC800.10c	PomBase:SPBC800.10c	ede1	chromosome_2	EPS15 repeat family actin cortical patch component Ede1	Q9HGL2	protein coding gene	NA	3351	131	539	131	539	4021
SPBC800.11	PomBase:SPBC800.11	NA	chromosome_2	inosine-uridine preferring nucleoside hydrolase	Q9HGL1	protein coding gene	NA	1170	25	162	25	162	1357
SPBC800.12c	PomBase:SPBC800.12c	NA	chromosome_2	ubiquitin family protein, Get5 candidate	Q9HGL0	protein coding gene	NA	414	17	306	17	306	737
SPBC800.13	PomBase:SPBC800.13	cnp20	chromosome_2	CENP-T histone fold, kinetochore scaffold protein	Q9HGK9	protein coding gene	NA	1440	181	144	181	144	1765
SPBC800.14c	PomBase:SPBC800.14c	NA	chromosome_2	mitochondrial DUF1772 family protein, multimembrane spanning anthrone oxygenase-like	Q9C0W5	protein coding gene	NA	483	63	71	63	71	617
SPBC83.01	PomBase:SPBC83.01	ucp8	chromosome_2	UBA/EH/EF hand domain protein Ucp8	O94685	protein coding gene	NA	2490	382	600	382	600	3472
SPBC83.02c	PomBase:SPBC83.02c	rpl4302	chromosome_2	60S ribosomal protein L37a	O94686	protein coding gene	rpl43-2,rpl43,rpl37a-2	285	12	63	12	63	360
SPBC83.03c	PomBase:SPBC83.03c	tas3	chromosome_2	RITS complex subunit 3	O94687	protein coding gene	NA	1650	51	473	51	473	2174
SPBC83.04	PomBase:SPBC83.04	apc15	chromosome_2	anaphase-promoting complex platform subcomplex scaffold subunit Apc15	O94688	protein coding gene	NA	411	31	370	31	370	812
SPBC83.05	PomBase:SPBC83.05	NA	chromosome_2	mitochondrial RNA-binding protein	O94689	protein coding gene	NA	2322	141	112	141	112	2575
SPBC83.06c	PomBase:SPBC83.06c	rtc6	chromosome_2	mitochondrial ribosomal protein subunit L36	O94690	protein coding gene	NA	279	NA	182	97	182	558
SPBC83.07	PomBase:SPBC83.07	jmj3	chromosome_2	histone demethylase H3-K36 specific, Lid2 complex subunit Jmj3	O94691	protein coding gene	kdm4	2259	74	110	74	110	2443
SPBC83.08	PomBase:SPBC83.08	rvb2	chromosome_2	ASTRA/Swr1/Ino80 complex AAA family ATPase Rvb2	O94692	protein coding gene	NA	1398	15	221	15	221	1634
SPBC83.09c	PomBase:SPBC83.09c	lin1	chromosome_2	U5 snRNP subunit Snu40	O94693	protein coding gene	snu40	1227	151	116	151	116	1494
SPBC83.10	PomBase:SPBC83.10	emc7	chromosome_2	ER membrane protein complex subunit Emc7	O94694	protein coding gene	NA	570	203	356	203	356	1129
SPBC83.11	PomBase:SPBC83.11	pet2	chromosome_2	Golgi phosphoenolpyruvate transmembrane transporter Pet2	O94695	protein coding gene	NA	1350	161	811	161	811	2322
SPBC83.12	PomBase:SPBC83.12	NA	chromosome_2	Schizosaccharomyces pombe specific protein	O94696	protein coding gene	NA	486	181	285	181	285	952
SPBC83.13	PomBase:SPBC83.13	yhm2	chromosome_2	mitochondrial carrier, tricarboxylic acid Yhm2	P78763	protein coding gene	NA	882	217	367	217	367	1466
SPBC83.14c	PomBase:SPBC83.14c	rfc5	chromosome_2	DNA replication factor C complex subunit Rfc5	O94697	protein coding gene	NA	1077	56	355	56	355	1488
SPBC83.15	PomBase:SPBC83.15	wdr74	chromosome_2	ribosome assembly factor, WD repeat protein Nsa1/Wdr74	O94698	protein coding gene	nsa1	1164	76	113	76	113	1353
SPBC83.16c	PomBase:SPBC83.16c	NA	chromosome_2	protein with a role in clearing protein aggregates	O94699	protein coding gene	NA	1692	249	165	249	165	2106
SPBC83.17	PomBase:SPBC83.17	mbf1	chromosome_2	multiprotein bridging factor Mbf1	O94700	protein coding gene	NA	447	35	177	35	177	659
SPBC83.18c	PomBase:SPBC83.18c	fic1	chromosome_2	contractile ring-membrane anchor Fic1	O94701	protein coding gene	NA	819	9	403	9	403	1231
SPBC83.19c	PomBase:SPBC83.19c	NA	chromosome_2	Schizosaccharomyces pombe specific protein	Q9C0W4	protein coding gene	NA	360	NA	NA	97	261	718
SPBC839.02	PomBase:SPBC839.02	aly1	chromosome_2	arrestin-related substrate adaptor Aly1	Q8WZK5	protein coding gene	NA	1515	313	NA	313	261	2089
SPBC839.03c	PomBase:SPBC839.03c	dcn1	chromosome_2	neddylation protein Dcn1	Q8WZK4	protein coding gene	NA	756	276	149	276	149	1181
SPBC839.04	PomBase:SPBC839.04	rpl803	chromosome_2	60S ribosomal protein L8/L2	P0CT72	protein coding gene	rpl8-3,rpk5-b,rpkD4	762	29	144	29	144	935
SPBC839.05c	PomBase:SPBC839.05c	rps1701	chromosome_2	40S ribosomal protein S17	O42984	protein coding gene	rps17-1	396	28	196	28	196	620
SPBC839.06	PomBase:SPBC839.06	cta3	chromosome_2	P-type ATPase, potassium exporting Cta3	P22189	protein coding gene	NA	3114	938	705	938	705	4757
SPBC839.07	PomBase:SPBC839.07	ibp1	chromosome_2	Cdc25 family phosphatase Ibp1, unknown role, implicated in DNA replication	Q8WZK3	protein coding gene	NA	417	251	233	251	233	901
SPBC839.08c	PomBase:SPBC839.08c	its8	chromosome_2	pig-N	Q8WZK2	protein coding gene	NA	2808	138	176	138	176	3122
SPBC839.09c	PomBase:SPBC839.09c	mrp21	chromosome_2	mitochondrial ribosomal protein subunit S21	Q8WZK1	protein coding gene	NA	366	35	488	35	488	889
SPBC839.10	PomBase:SPBC839.10	usp107	chromosome_2	U1 snRNP-associated protein Usp107	Q8WZK0	protein coding gene	snu71	2088	7	345	7	345	2440
SPBC839.11c	PomBase:SPBC839.11c	hut1	chromosome_2	ER uridine diphosphate-glucose transmembrane transporter Hut1	Q8WZJ9	protein coding gene	NA	969	247	2207	247	2207	3423
SPBC839.12	PomBase:SPBC839.12	rpc31	chromosome_2	DNA-directed RNA polymerase III complex subunit Rpc31	Q8WZJ8	protein coding gene	NA	633	455	138	455	138	1226
SPBC839.13c	PomBase:SPBC839.13c	rpl1601	chromosome_2	60S ribosomal protein L13/L16	O42991	protein coding gene	NA	594	16	77	16	77	687
SPBC839.14c	PomBase:SPBC839.14c	efm4	chromosome_2	elongation factor EF-1 alpha (eEF1A) methyltransferase Efm4	Q9P7Z3	protein coding gene	see1	717	163	NA	163	261	1141
SPBC839.15c	PomBase:SPBC839.15c	tef103	chromosome_2	translation elongation factor EF-1 alpha Ef1a-c	P0CT55	protein coding gene	ef1a-c,efa13,EF-1aC	1383	34	102	34	102	1519
SPBC839.16	PomBase:SPBC839.16	thf1	chromosome_2	C1-5,6,7,8-tetrahydrofolate (THF) synthase, trifunctional enzyme Thf1	Q8WZJ7	protein coding gene	NA	2814	28	539	28	539	3381
SPBC839.17c	PomBase:SPBC839.17c	fkh1	chromosome_2	FKBP-type peptidyl-prolyl cis-trans isomerase Fkh1	O42993	protein coding gene	NA	339	35	145	35	145	519
SPBC839.19	PomBase:SPBC839.19	new20	chromosome_2	ER exit protein	G2TRS2	protein coding gene	NA	348	68	NA	68	261	677
SPBC839.20	PomBase:SPBC839.20	new14	chromosome_2	dubious	G2TRS1	protein coding gene	NA	243	NA	NA	97	261	601
SPBC887.01	PomBase:SPBC887.01	adi1	chromosome_2	acireductone dioxygenase family Adi1	O94286	protein coding gene	NA	537	141	129	141	129	807
SPBC887.02	PomBase:SPBC887.02	NA	chromosome_2	ClC chloride channel	O94287	protein coding gene	NA	2091	265	2516	265	2516	4872
SPBC887.03c	PomBase:SPBC887.03c	noc3	chromosome_2	Noc2p-Noc3p complex subunit Noc3	O94288	protein coding gene	NA	2244	23	348	23	348	2615
SPBC887.04c	PomBase:SPBC887.04c	lub1	chromosome_2	WD repeat protein Lub1	O94289	protein coding gene	NA	2157	58	110	58	110	2325
SPBC887.05c	PomBase:SPBC887.05c	cwf29	chromosome_2	RNA-binding protein Cwf29	O94290	protein coding gene	NA	654	147	327	147	327	1128
SPBC887.06c	PomBase:SPBC887.06c	snx3	chromosome_2	sorting nexin Snx3	O94291	protein coding gene	grd19	432	112	25	112	25	569
SPBC887.07	PomBase:SPBC887.07	mrpl38	chromosome_2	mitochondrial ribosomal protein subunit L14	O94292	protein coding gene	NA	381	4	57	4	57	442
SPBC887.08	PomBase:SPBC887.08	NA	chromosome_2	Schizosaccharomyces specific protein	O94293	protein coding gene	NA	375	88	182	88	182	645
SPBC887.09c	PomBase:SPBC887.09c	sog2	chromosome_2	MOR signalling network scaffold, leucine-rich repeat protein Sog2	O94294	protein coding gene	lrp1	2661	174	142	174	142	2977
SPBC887.10	PomBase:SPBC887.10	mcs4	chromosome_2	response regulator Mcs4	P87323	protein coding gene	NA	1569	186	295	186	295	2050
SPBC887.11	PomBase:SPBC887.11	pus2	chromosome_2	tRNA pseudouridine synthase Pus2	O94295	protein coding gene	NA	1356	121	324	121	324	1801
SPBC887.12	PomBase:SPBC887.12	NA	chromosome_2	P-type ATPase	O94296	protein coding gene	NA	3777	190	319	190	319	4286
SPBC887.13c	PomBase:SPBC887.13c	cem1	chromosome_2	3-oxoacyl-[acyl-carrier-protein]-synthase condensing enzyme Cem1	O94297	protein coding gene	NA	1281	153	75	153	75	1509
SPBC887.14c	PomBase:SPBC887.14c	pfh1	chromosome_2	5' to 3' DNA helicase Pif1/Pfh1	Q9UUA2	protein coding gene	pif1	2418	288	137	288	137	2843
SPBC887.15c	PomBase:SPBC887.15c	sur2	chromosome_2	sphingosine hydroxylase/sphingolipid delta-4 desaturase Sur2	O94298	protein coding gene	NA	882	335	531	335	531	1748
SPBC887.16	PomBase:SPBC887.16	NA	chromosome_2	dubious	O94299	protein coding gene	NA	330	NA	NA	97	261	688
SPBC887.17	PomBase:SPBC887.17	NA	chromosome_2	plasma membrane guanine and adenine transmembrane transporter	O94300	protein coding gene	NA	1878	589	205	589	205	2672
SPBC887.18c	PomBase:SPBC887.18c	hfi1	chromosome_2	SAGA complex subunit Hfi1/Ada1	O94301	protein coding gene	ada1	1020	264	192	264	192	1476
SPBC887.19	PomBase:SPBC887.19	rft1	chromosome_2	ER GPI biosynthesis protein Rft1	O94302	protein coding gene	NA	1584	162	1822	162	1822	3568
SPBC887.22	PomBase:SPBC887.22	spc1	chromosome_2	signal peptidase complex subunit Spc1	G2TRR4	protein coding gene	new19	237	9	687	9	687	933
SPBC8D2.01	PomBase:SPBC8D2.01	gsk31	chromosome_2	serine/threonine protein kinase Gsk31	Q9URT9	protein coding gene	NA	1146	NA	581	97	581	1824
SPBC8D2.02c	PomBase:SPBC8D2.02c	vps68	chromosome_2	vacuolar sorting protein Vps68	O43073	protein coding gene	NA	513	233	227	233	227	973
SPBC8D2.03c	PomBase:SPBC8D2.03c	hhf2	chromosome_2	histone H4 h4.2	P09322	protein coding gene	ams3,h4.2	312	161	323	161	323	796
SPBC8D2.04	PomBase:SPBC8D2.04	hht2	chromosome_2	histone H3 h3.2	P09988	protein coding gene	h3.2	411	39	250	39	250	700
SPBC8D2.05c	PomBase:SPBC8D2.05c	sfi1	chromosome_2	spindle pole body half bridge protein Sfi1	O13652	protein coding gene	NA	2523	91	121	91	121	2735
SPBC8D2.06	PomBase:SPBC8D2.06	irs1	chromosome_2	cytoplasmic isoleucine-tRNA ligase Irs1	O13651	protein coding gene	NA	3195	79	217	79	217	3491
SPBC8D2.07c	PomBase:SPBC8D2.07c	sfc9	chromosome_2	transcription factor TFIIIC complex subunit Sfc9	O13650	protein coding gene	NA	2022	31	122	31	122	2175
SPBC8D2.09c	PomBase:SPBC8D2.09c	msl1	chromosome_2	U2 snRNP-associated protein Msl1	Q7LL14	protein coding gene	NA	336	31	324	31	324	691
SPBC8D2.10c	PomBase:SPBC8D2.10c	rmt3	chromosome_2	type I ribosomal protein arginine N-methyltransferase Rmt3	O13648	protein coding gene	NA	1533	25	452	25	452	2010
SPBC8D2.11	PomBase:SPBC8D2.11	NA	chromosome_2	Schizosaccharomyces specific protein	O13647	protein coding gene	NA	369	84	255	84	255	708
SPBC8D2.12c	PomBase:SPBC8D2.12c	tac1	chromosome_2	mitochondrial Cox1 translational activator Tac1	O43075	protein coding gene	NA	882	79	254	79	254	1215
SPBC8D2.13	PomBase:SPBC8D2.13	shq1	chromosome_2	box H/ACA snoRNP assembly protein Shq1	O43076	protein coding gene	NA	1356	7	1432	7	1432	2795
SPBC8D2.14c	PomBase:SPBC8D2.14c	sed5	chromosome_2	SNARE Sed5	O13644	protein coding gene	NA	930	67	2098	67	2098	3095
SPBC8D2.15	PomBase:SPBC8D2.15	lip5	chromosome_2	mitochondrial lipoic acid synthetase Lip5	O13642	protein coding gene	NA	1113	15	228	15	228	1356
SPBC8D2.16c	PomBase:SPBC8D2.16c	NA	chromosome_2	SPOUT domain containing methyltransferase	O13641	protein coding gene	NA	948	144	1435	144	1435	2527
SPBC8D2.17	PomBase:SPBC8D2.17	gmh4	chromosome_2	Golgi alpha-1,6-galactosyltransferase Gmh4	O13640	protein coding gene	NA	987	647	445	647	445	2079
SPBC8D2.18c	PomBase:SPBC8D2.18c	NA	chromosome_2	adenosylhomocysteinase	O13639	protein coding gene	NA	1302	104	228	104	228	1634
SPBC8D2.19	PomBase:SPBC8D2.19	mde3	chromosome_2	serine/threonine protein kinase, meiotic, STKc MAK-like Mde3	O43077	protein coding gene	NA	1680	NA	NA	97	261	2038
SPBC8D2.20c	PomBase:SPBC8D2.20c	sec31	chromosome_2	COPII-coated vesicle component Sec31	O13637	protein coding gene	NA	3675	129	2489	129	2489	6293
SPBC8D2.23	PomBase:SPBC8D2.23	new15	chromosome_2	mitochondrial ribosomal protein subunit L35	G2TRP2	protein coding gene	NA	261	117	NA	117	261	639
SPBC8E4.01c	PomBase:SPBC8E4.01c	pho84	chromosome_2	plasma membrane inorganic phosphate transmembrane transporter	O42885	protein coding gene	SPBP4G3.01	1719	151	230	151	230	2100
SPBC8E4.03	PomBase:SPBC8E4.03	NA	chromosome_2	agmatinase 2	O42887	protein coding gene	NA	1242	126	173	126	173	1541
SPBC8E4.04	PomBase:SPBC8E4.04	NA	chromosome_2	alditol NADP+ 1-oxidoreductase activity	O42888	protein coding gene	NA	978	33	171	33	171	1182
SPBC8E4.05c	PomBase:SPBC8E4.05c	NA	chromosome_2	fumarate lyase superfamily, unknown specificity, bacterial 3-carboxy-cis,cis-muconate cycloisomerase related	O42889	protein coding gene	NA	1344	NA	146	97	146	1587
SPBC8E4.12c	PomBase:SPBC8E4.12c	ecl3	chromosome_2	extender of chronological lifespan protein Ecl3	C6Y4C3	protein coding gene	NA	270	218	NA	218	261	749
SPBC902.02c	PomBase:SPBC902.02c	ctf18	chromosome_2	Ctf18 RFC-like complex subunit Ctf18	Q9USQ1	protein coding gene	chl12	2883	7	71	7	71	2961
SPBC902.03	PomBase:SPBC902.03	nem2	chromosome_2	serine/threonine protein phosphatase (Nem1-Spo7 complex) regulatory subunit	Q9USQ0	protein coding gene	spo7	543	274	828	274	828	1645
SPBC902.04	PomBase:SPBC902.04	rmn1	chromosome_2	MTREC (exosome adaptor) complex RNA-binding subunit Rmn1	Q9USP9	protein coding gene	NA	1770	26	388	26	388	2184
SPBC902.05c	PomBase:SPBC902.05c	idh2	chromosome_2	isocitrate dehydrogenase (NAD+) subunit 2	Q9USP8	protein coding gene	glu2	1140	29	288	29	288	1457
SPBC902.06	PomBase:SPBC902.06	mto2	chromosome_2	gamma tubulin complex linker Mto2	Q9USP7	protein coding gene	NA	1194	63	371	63	371	1628
SPBC947.01	PomBase:SPBC947.01	knk1	chromosome_2	AAA family ATPase kink, Knk1	O43078	protein coding gene	alf1	1983	40	646	40	646	2669
SPBC947.02	PomBase:SPBC947.02	apl2	chromosome_2	AP-1 adaptor complex beta subunit Apl2	O43079	protein coding gene	NA	2052	107	950	107	950	3109
SPBC947.03c	PomBase:SPBC947.03c	naa38	chromosome_2	NatC N-acetyltransferase non-catalytic Sm-like domain subunit Naa38	O43080	protein coding gene	mak31	219	24	2197	24	2197	2440
SPBC947.04	PomBase:SPBC947.04	pfl3	chromosome_2	cell surface glycoprotein, flocculin Pfl3, DIPSY family	Q874R4	protein coding gene	NA	2922	174	159	174	159	3255
SPBC947.05c	PomBase:SPBC947.05c	frp2	chromosome_2	plasma membrane ferric-chelate reductase Frp2	O94727	protein coding gene	NA	1695	NA	NA	97	261	2053
SPBC947.06c	PomBase:SPBC947.06c	NA	chromosome_2	spermidine family transmembrane transporter	O43081	protein coding gene	NA	1497	198	634	198	634	2329
SPBC947.07	PomBase:SPBC947.07	rrp1402	chromosome_2	ribosome biogenesis protein Rrp14	O43082	protein coding gene	rrp14	702	353	100	353	100	1155
SPBC947.08c	PomBase:SPBC947.08c	hip4	chromosome_2	histone H3.3-H4 chaperone, HIR complex subunit Hip4	O43083	protein coding gene	hpc2	1017	460	130	460	130	1607
SPBC947.09	PomBase:SPBC947.09	hsp3103	chromosome_2	ThiJ domain protein, implicated in cellular detoxification	O43084	protein coding gene	NA	786	679	206	679	206	1671
SPBC947.10	PomBase:SPBC947.10	dsc1	chromosome_2	Golgi Dsc E3 ligase complex subunit Dsc1	O43085	protein coding gene	NA	2088	NA	141	97	141	2326
SPBC947.11c	PomBase:SPBC947.11c	elg1	chromosome_2	DNA replication factor C complex subunit Elg1	O43086	protein coding gene	NA	2763	97	147	97	147	3007
SPBC947.12	PomBase:SPBC947.12	kms2	chromosome_2	mitotic and meiotic spindle pole body KASH domain protein Kms2	O43087	protein coding gene	NA	1374	30	571	30	571	1975
SPBC947.13	PomBase:SPBC947.13	rba50	chromosome_2	RNA polymerase II associated protein	O43088	protein coding gene	NA	1359	200	387	200	387	1946
SPBC947.14c	PomBase:SPBC947.14c	cbp6	chromosome_2	mitochondrial complex III assembly protein Cbp6	O43089	protein coding gene	NA	312	63	343	63	343	718
SPBC947.15c	PomBase:SPBC947.15c	ndi1	chromosome_2	internal mitochondrial NADH dehydrogenase (ubiquinone) Ndi1	O43090	protein coding gene	nde1	1656	392	565	392	565	2613
SPBC9B6.02c	PomBase:SPBC9B6.02c	Tf2-9	chromosome_2	retrotransposable element/transposon Tf2-type	P0CT40	protein coding gene	SPBC9B6.02	4002	NA	NA	97	261	4360
SPBC9B6.03	PomBase:SPBC9B6.03	pib2	chromosome_2	zf-FYVE type zinc finger protein and glutamine sensor Pib2	Q9Y7M3	protein coding gene	NA	882	830	690	830	690	2402
SPBC9B6.04c	PomBase:SPBC9B6.04c	tuf1	chromosome_2	mitochondrial translation elongation factor EF-Tu Tuf1	Q9Y700	protein coding gene	NA	1320	20	283	20	283	1623
SPBC9B6.05c	PomBase:SPBC9B6.05c	lsm3	chromosome_2	Lsm2-8 complex subunit Lsm3	Q9Y7M4	protein coding gene	NA	282	55	666	55	666	1003
SPBC9B6.06	PomBase:SPBC9B6.06	mrpl10	chromosome_2	mitochondrial ribosomal protein subunit L15	Q9Y7M5	protein coding gene	NA	765	33	257	33	257	1055
SPBC9B6.07	PomBase:SPBC9B6.07	nop52	chromosome_2	nucleolar protein Nop52 family Rrp1	Q9Y7M6	protein coding gene	NA	654	9	126	9	126	789
SPBC9B6.08	PomBase:SPBC9B6.08	clc1	chromosome_2	clathrin light chain Clc1	Q9USP6	protein coding gene	git9	690	10	346	10	346	1046
SPBC9B6.09c	PomBase:SPBC9B6.09c	mdl1	chromosome_2	mitochondrial peptide-transporting ATPase	Q9Y7M7	protein coding gene	NA	2181	210	204	210	204	2595
SPBC9B6.10	PomBase:SPBC9B6.10	cdc37	chromosome_2	Hsp90 co-chaperone Cdc37	O94740	protein coding gene	NA	1401	102	110	102	110	1613
SPBC9B6.11c	PomBase:SPBC9B6.11c	NA	chromosome_2	CCR4/nocturin family endoribonuclease	Q9Y7M8	protein coding gene	NA	1509	54	1791	54	1791	3354
SPBCPT2R1.01c	PomBase:SPBCPT2R1.01c	NA	chromosome_2	S. pombe specific DUF999 protein family 9	P0CS87	protein coding gene	SPBPB2B2.20c	810	NA	89	97	89	996
SPBCPT2R1.02	PomBase:SPBCPT2R1.02	NA	chromosome_2	Schizosaccharomyces pombe specific protein	Q6MX60	protein coding gene	NA	360	NA	NA	97	261	718
SPBCPT2R1.03	PomBase:SPBCPT2R1.03	NA	chromosome_2	hypothetical protein	P0CS85	protein coding gene	NA	390	NA	NA	97	261	748
SPBCPT2R1.04c	PomBase:SPBCPT2R1.04c	NA	chromosome_2	S. pombe specific DUF999 protein family 10	P0CT99	protein coding gene	NA	843	NA	300	97	300	1240
SPBCPT2R1.05c	PomBase:SPBCPT2R1.05c	NA	chromosome_2	pseudogene	NA	pseudogene	NA	177	NA	NA	0	0	177
SPBCPT2R1.06c	PomBase:SPBCPT2R1.06c	NA	chromosome_2	pseudogene	NA	pseudogene	NA	618	NA	NA	0	0	618
SPBCPT2R1.07c	PomBase:SPBCPT2R1.07c	NA	chromosome_2	pseudogene malic enzyme	NA	pseudogene	NA	1697	NA	NA	0	0	1697
SPBCPT2R1.08c	PomBase:SPBCPT2R1.08c	tlh2	chromosome_2	RecQ type DNA helicase Tlh1	Q1RKN3	protein coding gene	NA	5760	NA	255	97	255	6112
SPBCPT2R1.10	PomBase:SPBCPT2R1.10	NA	chromosome_2	pseudogene	NA	pseudogene	NA	660	NA	NA	0	0	660
SPBP16F5.02	PomBase:SPBP16F5.02	mcs2	chromosome_2	transcription factor TFIIH complex cyclin Mcs2	P36613	protein coding gene	NA	969	176	146	176	146	1291
SPBP16F5.03c	PomBase:SPBP16F5.03c	tra1	chromosome_2	SAGA complex/ASTRA complex, phosphatidylinositol pseudokinase Tra1	Q9HFE8	protein coding gene	NA	10986	NA	83	97	83	11166
SPBP16F5.04	PomBase:SPBP16F5.04	ubc7	chromosome_2	Hrd1 ubiquitin ligase complex ubiquitin conjugating enzyme E2 Ubc7	O00102	protein coding gene	ubcP3	501	111	281	111	281	893
SPBP16F5.05c	PomBase:SPBP16F5.05c	yar1	chromosome_2	ribosome biogenesis protein Yar1	Q9HFE7	protein coding gene	NA	441	81	207	81	207	729
SPBP16F5.06	PomBase:SPBP16F5.06	nop8	chromosome_2	ribosome biogenesis protein Nop8	Q9HFE6	protein coding gene	NA	1437	NA	426	97	426	1960
SPBP16F5.07	PomBase:SPBP16F5.07	apm1	chromosome_2	AP-1 adaptor complex mu subunit Apm1	Q9HFE5	protein coding gene	NA	1281	39	132	39	132	1452
SPBP16F5.08c	PomBase:SPBP16F5.08c	fmo1	chromosome_2	ER flavin-containing N,N-dimethylaniline monooxygenase activity Fmo1	Q9HFE4	protein coding gene	NA	1344	252	249	252	249	1845
SPBP18G5.02	PomBase:SPBP18G5.02	pgs1	chromosome_2	CDP-diacylglycerol-glycerol-3-phosphate3-phosphatidyltransferase Pgs1	Q9HDW1	protein coding gene	NA	1509	NA	38	97	38	1644
SPBP18G5.03	PomBase:SPBP18G5.03	toc1	chromosome_2	TORC1 complex Tor2 interacting protein 1	Q9HDW0	protein coding gene	NA	1293	63	417	63	417	1773
SPBP19A11.01	PomBase:SPBP19A11.01	gcv3	chromosome_2	glycine decarboxylase complex subunit H	Q9HDV9	protein coding gene	NA	510	49	449	49	449	1008
SPBP19A11.02c	PomBase:SPBP19A11.02c	NA	chromosome_2	Schizosaccharomyces specific protein, predicted GPI anchor	Q9HDV8	protein coding gene	NA	735	529	36	529	36	1300
