"consensus.cluster"	"chr"	"start"	"end"	"strand"	"dominant_ctss"	"tpm"	"tpm.dominant_ctss"	"q_0.1"	"q_0.9"	"interquantile_width"
28014	"chrXII"	681408	681523	"+"	681475	1.04838977411367	0.672044726995943	681469	681504	36
28015	"chrXII"	681589	681872	"+"	681847	4.75807666713127	1.10215335227335	681617	681847	231
28018	"chrXII"	682374	683186	"+"	682588	37.9570861807308	6.93550158259813	682448	683021	574
28019	"chrXII"	683207	683328	"+"	683302	1.10215335227335	0.403226836197566	683302	683323	22
28020	"chrXII"	687387	687401	"+"	687398	0.322581468958052	0.161290734479026	687388	687398	11
28021	"chrXII"	690865	690927	"+"	690893	0.376345047117728	0.215054312638702	690878	690893	16
28022	"chrXII"	691507	691666	"+"	691535	32.3119104739649	16.1290734479026	691521	691550	30
28030	"chrXII"	694283	694710	"+"	694329	57.2850925291341	16.5054184950204	694317	694359	43
28033	"chrXII"	699845	699891	"+"	699859	4.73119487805144	2.01613418098783	699850	699861	12
28037	"chrXII"	704833	704925	"+"	704847	4.83872203437079	2.01613418098783	704847	704873	27
28038	"chrXII"	705045	705194	"+"	705169	40.6721468777944	10.9677699445738	705109	705185	77
28040	"chrXII"	705346	705455	"+"	705373	0.564517570676592	0.430108625277403	705357	705439	83
28043	"chrXII"	707269	707560	"+"	707326	145.349833554682	84.0862362417323	707326	707353	28
28044	"chrXII"	707606	707684	"+"	707608	1.12903514135318	0.672044726995943	707607	707608	2
28045	"chrXII"	707779	707837	"+"	707794	2.31183386086604	1.10215335227335	707781	707794	14
28046	"chrXII"	708455	708487	"+"	708483	0.268817890798377	0.134408945399189	708483	708487	5
28049	"chrXII"	710848	711022	"+"	710952	4.56990414357241	1.90860702466848	710946	710963	18
28053	"chrXII"	713474	713569	"+"	713518	0.645162937916105	0.483872203437079	713502	713549	48
28054	"chrXII"	715005	715115	"+"	715059	33.1721277245197	13.575303485318	715045	715091	47
28059	"chrXII"	716758	716776	"+"	716776	0.295699679878215	0.188172523558864	716759	716776	18
28061	"chrXII"	721751	721791	"+"	721765	1.39785303215156	0.860217250554806	721765	721789	25
28063	"chrXII"	723361	723376	"+"	723368	0.403226836197566	0.215054312638702	723368	723376	9
28065	"chrXII"	723660	723995	"+"	723884	70.9141595926119	10.7527156319351	723834	723947	114
28066	"chrXII"	724017	724368	"+"	724050	2.01613418098783	0.430108625277403	724039	724316	278
28067	"chrXII"	724873	724931	"+"	724931	0.430108625277403	0.188172523558864	724919	724931	13
28069	"chrXII"	725628	725659	"+"	725635	1.6397891338701	0.887099039634644	725635	725659	25
28070	"chrXII"	725842	726158	"+"	725888	11.6666964606496	1.4247348212314	725878	725979	102
28071	"chrXII"	726228	726343	"+"	726282	0.59139935975643	0.322581468958052	726282	726285	4
28081	"chrXII"	728785	728915	"+"	728857	264.113577709405	175.107974066063	728839	728857	19
28082	"chrXII"	728957	729063	"+"	729061	0.215054312638702	0.161290734479026	728995	729061	67
28083	"chrXII"	729115	729285	"+"	729133	2.23118849362653	0.833335461474969	729133	729278	146
28084	"chrXII"	729366	730039	"+"	729821	13.6021852743979	3.54839615853858	729502	729955	454
28085	"chrXII"	730166	730182	"+"	730168	1.55914376663059	0.833335461474969	730167	730168	2
28087	"chrXII"	730720	730876	"+"	730794	103.387360801056	20.6183322242355	730775	730799	25
28088	"chrXII"	730949	731191	"+"	731103	5.32259423780787	1.4247348212314	730982	731159	178
28089	"chrXII"	731228	731359	"+"	731245	0.483872203437079	0.322581468958052	731241	731245	5
28090	"chrXII"	737743	737792	"+"	737747	1.50538018847091	1.26344408675237	737747	737762	16
28091	"chrXII"	738096	738153	"+"	738152	0.215054312638702	0.107527156319351	738116	738152	37
28092	"chrXII"	744043	744158	"+"	744139	35.9678337888228	7.63442809867391	744084	744144	61
28094	"chrXII"	744385	744402	"+"	744388	1.69355271202978	1.69355271202978	744388	744388	1
28096	"chrXII"	746057	746142	"+"	746067	0.376345047117728	0.268817890798377	746067	746138	72
28099	"chrXII"	751029	751107	"+"	751101	0.241936101718539	0.134408945399189	751093	751101	9
28102	"chrXII"	757337	757402	"+"	757354	1.45161661031124	0.564517570676592	757338	757389	52
28105	"chrXII"	759371	759392	"+"	759392	0.34946325803789	0.215054312638702	759372	759392	21
28106	"chrXII"	759414	759565	"+"	759468	46.5861404753587	17.9032715271719	759446	759494	49
28110	"chrXII"	764743	764875	"+"	764773	3.25269647866036	0.913980828714482	764754	764817	64
28113	"chrXII"	766367	766441	"+"	766383	0.403226836197566	0.295699679878215	766383	766424	42
28114	"chrXII"	766552	766647	"+"	766572	1.53226197755075	0.752690094235456	766567	766581	15
28118	"chrXII"	771857	771995	"+"	771924	20.698977591475	6.23657506652235	771900	771940	41
28120	"chrXII"	772255	772261	"+"	772256	0.69892651607578	0.403226836197566	772256	772257	2
28129	"chrXII"	778052	778081	"+"	778081	0.215054312638702	0.107527156319351	778070	778081	12
28131	"chrXII"	779117	779288	"+"	779144	47.8495845621111	16.2634823933018	779144	779185	42
28132	"chrXII"	779335	779418	"+"	779345	0.34946325803789	0.241936101718539	779343	779366	24
28134	"chrXII"	779901	779985	"+"	779984	0.268817890798377	0.161290734479026	779952	779985	34
28138	"chrXII"	780334	780339	"+"	780339	1.23656229767253	0.806453672395131	780338	780339	2
28139	"chrXII"	780401	780431	"+"	780418	0.645162937916105	0.456990414357241	780417	780418	2
28142	"chrXII"	781984	782273	"+"	782099	16.2903641823816	2.55376996258458	782017	782143	127
28146	"chrXII"	782728	782730	"+"	782730	0.430108625277403	0.268817890798377	782729	782730	2
28150	"chrXII"	784626	784647	"+"	784637	1.04838977411367	0.725808305155618	784635	784644	10
28152	"chrXII"	784665	785345	"+"	784702	95.3497058661843	14.4892843140325	784702	784906	205
28156	"chrXII"	787588	787987	"+"	787653	106.935756959594	25.4839360476861	787609	787656	48
28159	"chrXII"	788263	788304	"+"	788267	2.76882427522328	1.26344408675237	788265	788267	3
28160	"chrXII"	788342	788471	"+"	788397	5.69893928492559	1.47849839939107	788358	788431	74
28161	"chrXII"	788498	789045	"+"	788990	3.52151436945874	0.860217250554806	788615	788990	376
28162	"chrXII"	789100	789488	"+"	789277	10.2957252175778	0.806453672395131	789183	789481	299
28163	"chrXII"	790129	790146	"+"	790130	0.215054312638702	0.107527156319351	790130	790145	16
28164	"chrXII"	790183	790336	"+"	790305	58.8979998739244	17.8763897380921	790251	790312	62
28165	"chrXII"	790359	790575	"+"	790372	10.8602427882544	5.16130350332884	790372	790461	90
28166	"chrXII"	790645	791096	"+"	790856	4.11291372921517	0.913980828714482	790804	791001	198
28171	"chrXII"	793152	793241	"+"	793176	0.59139935975643	0.322581468958052	793173	793227	55
28172	"chrXII"	793413	793553	"+"	793414	0.34946325803789	0.134408945399189	793414	793427	14
28175	"chrXII"	796706	796806	"+"	796729	2.09677954822734	0.34946325803789	796718	796805	88
28176	"chrXII"	797312	797538	"+"	797407	44.1130158800137	16.6398274404195	797374	797421	48
28180	"chrXII"	797933	798421	"+"	797946	1.15591693043302	0.215054312638702	797946	798310	365
28189	"chrXII"	805752	806644	"+"	805827	1522.85335137281	942.583052295429	805825	805915	91
28190	"chrXII"	808599	808616	"+"	808603	0.241936101718539	0.134408945399189	808603	808616	14
28191	"chrXII"	809078	809088	"+"	809086	0.268817890798377	0.161290734479026	809082	809086	5
28193	"chrXII"	809647	809854	"+"	809740	296.344842816131	213.118823824953	809740	809759	20
28194	"chrXII"	809873	810937	"+"	810644	48.2796931873885	5.53764855044657	810034	810847	814
28196	"chrXII"	811123	811136	"+"	811136	0.268817890798377	0.161290734479026	811124	811136	13
28197	"chrXII"	811255	811291	"+"	811259	0.537635781596754	0.188172523558864	811256	811291	36
28198	"chrXII"	811379	811495	"+"	811495	0.752690094235456	0.618281148836267	811486	811495	10
28200	"chrXII"	811755	811873	"+"	811757	2.33871564994588	0.913980828714482	811756	811871	116
28201	"chrXII"	811975	812056	"+"	811990	3.38710542405955	1.18279871951286	811990	812041	52
28202	"chrXII"	812109	812156	"+"	812115	0.376345047117728	0.241936101718539	812114	812154	41
28206	"chrXII"	812502	812951	"+"	812547	9.75808943598109	1.39785303215156	812547	812865	319
28209	"chrXII"	813493	813508	"+"	813494	0.295699679878215	0.188172523558864	813494	813508	15
28210	"chrXII"	813602	813852	"+"	813797	2.12366133730718	0.295699679878215	813673	813851	179
28211	"chrXII"	813905	814086	"+"	814029	10.4570159520569	2.93011500970231	814012	814062	51
28212	"chrXII"	814138	814286	"+"	814214	0.725808305155618	0.34946325803789	814204	814285	82
28213	"chrXII"	814356	814426	"+"	814419	1.10215335227335	0.887099039634644	814357	814419	63
28215	"chrXII"	814716	815262	"+"	814984	11.9355143514479	2.23118849362653	814857	815197	341
28216	"chrXII"	815303	815320	"+"	815316	0.295699679878215	0.188172523558864	815315	815316	2
28220	"chrXII"	818848	818916	"+"	818907	0.376345047117728	0.241936101718539	818907	818916	10
28221	"chrXII"	819147	819366	"+"	819295	728.980356267039	219.893034673072	819267	819306	40
28222	"chrXII"	819452	819540	"+"	819506	0.403226836197566	0.295699679878215	819506	819520	15
28224	"chrXII"	819707	819962	"+"	819871	31.2097571216916	7.47313736419488	819810	819882	73
28225	"chrXII"	820020	820036	"+"	820027	0.913980828714482	0.564517570676592	820021	820036	16
28227	"chrXII"	820351	820738	"+"	820474	105.457258560203	17.4462811128147	820421	820476	56
28229	"chrXII"	820921	820973	"+"	820939	0.215054312638702	0.107527156319351	820939	820940	2
28231	"chrXII"	821162	821298	"+"	821182	0.645162937916105	0.322581468958052	821165	821199	35
28232	"chrXII"	821375	821461	"+"	821459	2.04301597006767	0.510753992516916	821385	821459	75
28233	"chrXII"	821515	821625	"+"	821605	0.268817890798377	0.161290734479026	821523	821615	93
28235	"chrXII"	822991	823141	"+"	823069	10.2419616394182	1.77419807926929	823041	823115	75
28239	"chrXII"	826974	826976	"+"	826975	0.215054312638702	0.107527156319351	826975	826976	2
28243	"chrXII"	828269	828472	"+"	828298	5.69893928492559	2.28495207178621	828298	828362	65
28245	"chrXII"	828589	829189	"+"	828683	196.855341431652	64.5431755806903	828667	828702	36
28246	"chrXII"	830116	830190	"+"	830162	0.295699679878215	0.188172523558864	830162	830182	21
28247	"chrXII"	830550	830651	"+"	830551	0.376345047117728	0.376345047117728	830551	830594	44
28248	"chrXII"	830902	831164	"+"	831001	15.6989648226252	7.23120126247634	830935	831003	69
28250	"chrXII"	833780	833922	"+"	833880	6.10216612112316	1.23656229767253	833871	833901	31
28262	"chrXII"	840220	840440	"+"	840290	43.3334439966984	12.6344408675237	840255	840299	45
28263	"chrXII"	840461	840702	"+"	840521	0.672044726995943	0.241936101718539	840521	840611	91
28265	"chrXII"	841251	841647	"+"	841287	33.3334184589988	15.4570287209067	841275	841306	32
28270	"chrXII"	843058	843308	"+"	843134	0.887099039634644	0.618281148836267	843134	843135	2
28271	"chrXII"	843366	843409	"+"	843384	1.2096805085927	0.403226836197566	843367	843409	43
28274	"chrXII"	843775	843784	"+"	843784	1.04838977411367	1.04838977411367	843784	843784	1
28275	"chrXII"	844141	844309	"+"	844254	366.318139790948	87.2582873531532	844214	844264	51
28276	"chrXII"	844332	844442	"+"	844333	0.806453672395131	0.913980828714482	844333	844425	93
28277	"chrXII"	844558	845561	"+"	845024	41.2097826593912	3.4946325803789	844584	845386	803
28278	"chrXII"	845964	846175	"+"	846029	23.2796293431395	9.81185301414076	846026	846056	31
28279	"chrXII"	846251	846338	"+"	846254	0.59139935975643	0.188172523558864	846254	846265	12
28282	"chrXII"	849284	849359	"+"	849322	0.456990414357241	0.295699679878215	849305	849359	55
28285	"chrXII"	849798	849893	"+"	849836	20.8602683259541	8.68281787278758	849833	849850	18
28292	"chrXII"	851300	851315	"+"	851315	0.241936101718539	0.134408945399189	851313	851315	3
28294	"chrXII"	853394	853513	"+"	853433	88.9787218542628	41.2635462375509	853433	853451	19
28296	"chrXII"	853766	853773	"+"	853767	0.241936101718539	0.134408945399189	853767	853773	7
28297	"chrXII"	853949	854069	"+"	854027	6.29033864468202	1.47849839939107	853972	854051	80
28298	"chrXII"	854531	854572	"+"	854548	1.39785303215156	0.833335461474969	854548	854572	25
28300	"chrXII"	855803	855932	"+"	855837	1128.84696882962	360.081564724426	855831	855865	35
28303	"chrXII"	856377	856515	"+"	856462	6.93550158259813	5.69893928492559	856462	856470	9
28304	"chrXII"	856707	856711	"+"	856711	2.50000638442491	1.58602555571042	856708	856711	4
28305	"chrXII"	856778	856882	"+"	856840	2.2849520717862	0.537635781596754	856821	856857	37
28307	"chrXII"	857452	857554	"+"	857464	10.6451884756157	2.17742491546685	857464	857532	69
28313	"chrXII"	859297	859641	"+"	859529	30.5108306056158	22.3118849362653	859476	859529	54
28323	"chrXII"	862461	863115	"+"	862519	80.161495036076	29.4624408315021	862516	862526	11
28324	"chrXII"	863282	863412	"+"	863394	1.18279871951286	0.967744406874157	863394	863394	1
28329	"chrXII"	865379	865416	"+"	865403	0.69892651607578	0.430108625277403	865385	865403	19
28333	"chrXII"	867125	867439	"+"	867210	208.038165688864	54.6775589883899	867151	867259	109
28335	"chrXII"	867566	867649	"+"	867623	0.456990414357241	0.241936101718539	867571	867640	70
28336	"chrXII"	868069	868072	"+"	868072	0.241936101718539	0.134408945399189	868070	868072	3
28337	"chrXII"	868159	868218	"+"	868180	1.47849839939107	0.376345047117728	868160	868218	59
28340	"chrXII"	871579	871739	"+"	871660	86.0486068445605	20.8333865368742	871660	871670	11
28343	"chrXII"	872044	872124	"+"	872076	1.55914376663059	0.430108625277403	872074	872110	37
28344	"chrXII"	872156	872474	"+"	872226	7.63442809867391	1.29032587583221	872192	872329	138
28346	"chrXII"	873706	873801	"+"	873779	3.0645239551015	0.860217250554806	873723	873792	70
28352	"chrXII"	878100	878538	"+"	878189	38.6022491186469	6.58603832456024	878179	878255	77
28353	"chrXII"	878629	878736	"+"	878674	0.215054312638702	0.215054312638702	878642	878674	33
28355	"chrXII"	878969	879052	"+"	879003	0.430108625277403	0.241936101718539	878970	879052	83
28356	"chrXII"	879117	879164	"+"	879128	0.268817890798377	0.161290734479026	879119	879161	43
28357	"chrXII"	879617	879761	"+"	879694	3.19893290050069	1.29032587583221	879675	879694	20
28362	"chrXII"	885187	885255	"+"	885206	8.68281787278758	5.83334823032478	885205	885223	19
28365	"chrXII"	886359	886393	"+"	886375	0.215054312638702	0.107527156319351	886375	886377	3
28368	"chrXII"	887376	887469	"+"	887379	0.537635781596754	0.188172523558864	887379	887449	71
28374	"chrXII"	888311	888326	"+"	888326	1.2096805085927	0.672044726995943	888312	888326	15
28375	"chrXII"	893542	893678	"+"	893606	20.1344600207984	6.53227474640056	893574	893628	55
28386	"chrXII"	897987	898245	"+"	898136	375.189130187295	87.2045237749935	898117	898138	22
28389	"chrXII"	899130	899222	"+"	899181	989.276719927107	895.674330351112	899181	899181	1
28392	"chrXII"	902847	902915	"+"	902895	4.35484983093371	1.29032587583221	902852	902913	62
28393	"chrXII"	903045	903316	"+"	903126	41.3710733938702	9.03228113082547	903112	903159	48
28394	"chrXII"	903616	904223	"+"	903670	531.291679373912	204.489769530325	903670	904043	374
28397	"chrXII"	906644	906665	"+"	906645	0.215054312638702	0.107527156319351	906645	906665	21
28399	"chrXII"	906965	907121	"+"	907035	6.04840254296348	2.01613418098783	907021	907065	45
28405	"chrXII"	909569	909682	"+"	909578	0.215054312638702	0.107527156319351	909574	909578	5
28406	"chrXII"	910236	910290	"+"	910280	3.54839615853858	0.672044726995943	910251	910281	31
28411	"chrXII"	922468	922521	"+"	922502	0.483872203437079	0.376345047117728	922493	922502	10
28412	"chrXII"	924887	925486	"+"	924954	50.6990542045739	10.5376613192964	924928	925130	203
28416	"chrXII"	926102	926296	"+"	926104	0.483872203437079	0.295699679878215	926103	926188	86
28418	"chrXII"	926578	926674	"+"	926674	1.02150798503383	0.537635781596754	926657	926674	18
28419	"chrXII"	928697	928765	"+"	928706	14.7312204157511	6.69356548087959	928698	928745	48
28425	"chrXII"	929765	929858	"+"	929791	7.04302873891748	3.9247412056563	929773	929797	25
28426	"chrXII"	930197	930205	"+"	930199	0.215054312638702	0.107527156319351	930198	930199	2
28428	"chrXII"	932672	933093	"+"	932723	21.4785494747903	10.9140063664141	932722	932833	112
28429	"chrXII"	933141	933243	"+"	933225	0.241936101718539	0.134408945399189	933206	933225	20
28431	"chrXII"	933845	933938	"+"	933869	2.68817890798377	1.37097124307172	933869	933898	30
28432	"chrXII"	934415	934448	"+"	934437	0.241936101718539	0.134408945399189	934437	934439	3
28434	"chrXII"	937436	937595	"+"	937480	64.3281212680516	23.0645750305007	937480	937513	34
28435	"chrXII"	937664	937722	"+"	937696	1.50538018847091	0.913980828714482	937694	937696	3
28441	"chrXII"	938729	938732	"+"	938732	0.537635781596754	0.34946325803789	938730	938732	3
28451	"chrXII"	940686	940730	"+"	940688	0.69892651607578	0.483872203437079	940687	940690	4
28454	"chrXII"	945837	945904	"+"	945902	1.66667092294994	1.12903514135318	945902	945904	3
28456	"chrXII"	947198	947312	"+"	947259	2.47312459534507	0.833335461474969	947219	947271	53
28457	"chrXII"	947498	947547	"+"	947507	0.69892651607578	0.295699679878215	947507	947545	39
28458	"chrXII"	947787	947789	"+"	947788	0.322581468958052	0.161290734479026	947788	947789	2
28460	"chrXII"	948324	948450	"+"	948351	36.4517059922599	7.55378273143439	948336	948386	51
28461	"chrXII"	948566	948570	"+"	948570	0.215054312638702	0.107527156319351	948569	948570	2
28465	"chrXII"	951015	951036	"+"	951036	0.376345047117728	0.268817890798377	951017	951036	20
28466	"chrXII"	951078	951158	"+"	951109	184.785418134804	73.6023385005956	951098	951115	18
28467	"chrXII"	951217	951424	"+"	951234	0.860217250554806	0.430108625277403	951234	951379	146
28468	"chrXII"	951497	951603	"+"	951554	0.322581468958052	0.295699679878215	951508	951603	96
28470	"chrXII"	952071	952099	"+"	952090	0.403226836197566	0.188172523558864	952072	952099	28
28471	"chrXII"	952329	952387	"+"	952384	0.295699679878215	0.215054312638702	952330	952384	55
28472	"chrXII"	952874	953009	"+"	952891	0.376345047117728	0.188172523558864	952891	953009	119
28478	"chrXII"	954859	955416	"+"	955042	12.3925047658052	1.07527156319351	954923	955313	391
28479	"chrXII"	955450	955765	"+"	955547	2.8494696424628	0.779571883315293	955540	955599	60
